SYMBOL,CURRENCY,COMPANY NAME,GICS INDUSTRY GROUP,STOCK TYPE,PE,ASX200 WEIGHT,SHORTSELL%,VOLUME-ABOVE-AVG,VALUE($),LASTCLOSE,CHANGEPCT%,REPORTDATE,RECORDDATE
BAX,USD,BAXTER INTERNATIONAL INC,,,,,,,,,,2021-07-28,2021-07-13
F,USD,FORD MOTOR CO,,,,,,,,,,2021-07-28,2021-07-13
MA,USD,MASTERCARD INC,,,,,,,,,,2021-07-28,2021-07-13
NEM,USD,NEWMONT CORPORATION,,,,,,,,,,2021-07-28,2021-07-13
PG,USD,PROCTER & GAMBLE CO,,,,,,,,,,2021-07-28,2021-07-13
SO,USD,SOUTHERN CO,,,,,,,,,,2021-07-28,2021-07-13
YUM,USD,YUM! BRANDS INC,,,,,,,,,,2021-07-28,2021-07-13
AMT,USD,AMERICAN TOWER CORP,,,,,,,,,,2021-07-28,2021-07-13
DLR,USD,DIGITAL REALTY TRUST INC,,,,,,,,,,2021-07-28,2021-07-13
HST,USD,HOST HOTELS & RESORTS INC,,,,,,,,,,2021-07-28,2021-07-13
EA,USD,ELECTRONIC ARTS INC,,,,,,,,,,2021-07-28,2021-07-13
WM,USD,WASTE MANAGEMENT INC,,,,,,,,,,2021-07-28,2021-07-13
BPMC,USD,BLUEPRINT MEDICINES CORP,,,,,,,,,,2021-07-28,2021-07-13
COP,USD,CONOCOPHILLIPS,,,,,,,,,,2021-07-28,2021-07-13
ASX-ATH,AUD,ALTERITY THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.2,0.0,0.02%,6877.01%,"1,729,797",0.0324,11.11%,2021-07-28,2021-07-13
ASX-CIM,AUD,CIMIC GROUP LTD,Capital Goods,ASX200,0.0,0.47,0.04%,0.00%,"5,742,318",,-0.91%,2021-07-28,2021-07-13
ASX-OGC,AUD,OCEANAGOLD CORP,Materials,NORMAL,0.0,0.0,0.00%,0.00%,"569,956",,-1.95%,2021-07-28,2021-07-13
ASX-RIO,AUD,RIO TINTO LTD,Materials,ASX200,0.0,2.09,0.04%,0.00%,"468,232,970",,-0.65%,2021-07-28,2021-07-13
BMY,USD,BRISTOL-MYERS SQUIBB CO,,,,,,,,,,2021-07-28,2021-07-13
PFE,USD,PFIZER INC,,,,,,,,,,2021-07-28,2021-07-13
PYPL,USD,PAYPAL HOLDINGS INC,,,,,,,,,,2021-07-28,2021-07-13
YUMC,USD,YUM CHINA HOLDINGS INC,,,,,,,,,,2021-07-28,2021-07-13
MCD,USD,MCDONALD'S CORP,,,,,,,,,,2021-07-28,2021-07-13
AVB,USD,AVALONBAY COMMUNITIES INC,,,,,,,,,,2021-07-28,2021-07-13
BA,USD,BOEING CO,,,,,,,,,,2021-07-28,2021-07-13
SHOP,USD,SHOPIFY INC,,,,,,,,,,2021-07-28,2021-07-13
MO,USD,ALTRIA GROUP INC,,,,,,,,,,2021-07-29,2021-07-13
CAT,USD,CATERPILLAR INC,,,,,,,,,,2021-07-29,2021-07-13
CL,USD,COLGATE-PALMOLIVE CO,,,,,,,,,,2021-07-29,2021-07-13
D,USD,DOMINION ENERGY INC,,,,,,,,,,2021-07-29,2021-07-13
XOM,USD,EXXON MOBIL CORP,,,,,,,,,,2021-07-29,2021-07-13
ITW,USD,ILLINOIS TOOL WORKS INC,,,,,,,,,,2021-07-29,2021-07-13
MRK,USD,MERCK & CO INC,,,,,,,,,,2021-07-29,2021-07-13
WY,USD,WEYERHAEUSER CO,,,,,,,,,,2021-07-29,2021-07-13
YUM,USD,YUM! BRANDS INC,,,,,,,,,,2021-07-29,2021-07-13
BAX,USD,BAXTER INTERNATIONAL INC,,,,,,,,,,2021-07-29,2021-07-13
SO,USD,SOUTHERN CO,,,,,,,,,,2021-07-29,2021-07-13
AMT,USD,AMERICAN TOWER CORP,,,,,,,,,,2021-07-29,2021-07-13
DLR,USD,DIGITAL REALTY TRUST INC,,,,,,,,,,2021-07-29,2021-07-13
ESS,USD,ESSEX PROPERTY TRUST INC,,,,,,,,,,2021-07-29,2021-07-13
ASX-OGC,AUD,OCEANAGOLD CORP,Materials,NORMAL,0.0,0.0,0.00%,0.00%,"569,956",,-1.95%,2021-07-29,2021-07-13
CL,USD,COLGATE-PALMOLIVE CO,,,,,,,,,,2021-07-30,2021-07-13
PG,USD,PROCTER & GAMBLE CO,,,,,,,,,,2021-07-30,2021-07-13
WY,USD,WEYERHAEUSER CO,,,,,,,,,,2021-07-30,2021-07-13
XOM,USD,EXXON MOBIL CORP,,,,,,,,,,2021-07-30,2021-07-13
AIG,USD,AMERICAN INTERNATIONAL GROUP INC,,,,,,,,,,2021-08-02,2021-07-13
DVN,USD,DEVON ENERGY CORP,,,,,,,,,,2021-08-02,2021-07-13
EMR,USD,EMERSON ELECTRIC CO,,,,,,,,,,2021-08-02,2021-07-13
EXC,USD,EXELON CORP,,,,,,,,,,2021-08-02,2021-07-13
DIS,USD,WALT DISNEY CO,,,,,,,,,,2021-08-02,2021-07-13
O,USD,REALTY INCOME CORP,,,,,,,,,,2021-08-02,2021-07-13
ESS,USD,ESSEX PROPERTY TRUST INC,,,,,,,,,,2021-08-02,2021-07-13
PACB,USD,PACIFIC BIOSCIENCES OF CALIFORNIA INC,,,,,,,,,,2021-08-02,2021-07-13
SEDG,USD,SOLAREDGE TECHNOLOGIES INC,,,,,,,,,,2021-08-02,2021-07-13
ENPH,USD,ENPHASE ENERGY INC,,,,,,,,,,2021-08-02,2021-07-13
SQ,USD,SQUARE INC,,,,,,,,,,2021-08-02,2021-07-13
VMC,USD,VULCAN MATERIALS CO,,,,,,,,,,2021-08-02,2021-07-13
CDNA,USD,CAREDX INC,,,,,,,,,,2021-08-02,2021-07-13
NVTA,USD,INVITAE CORP,,,,,,,,,,2021-08-02,2021-07-13
ASX-EXR,AUD,ELIXIR ENERGY LTD,Energy,PENNY STOCK,,0.0,0.00%,3847.32%,"187,566",0.2401,0.00%,2021-08-02,2021-07-13
ASX-PNI,AUD,PINNACLE INVESTMENT MANAGEMENT GROUP LTD,Diversified Financials,ASX200,0.0,0.05,0.02%,5.02%,"4,549,574",,0.35%,2021-08-02,2021-07-13
LLY,USD,ELI LILLY AND CO,,,,,,,,,,2021-08-03,2021-07-13
MET,USD,METLIFE INC,,,,,,,,,,2021-08-03,2021-07-13
PRU,USD,PRUDENTIAL FINANCIAL INC,,,,,,,,,,2021-08-03,2021-07-13
PSA,USD,PUBLIC STORAGE,,,,,,,,,,2021-08-03,2021-07-13
AWK,USD,AMERICAN WATER WORKS COMPANY INC,,,,,,,,,,2021-08-03,2021-07-13
DDD,USD,3D SYSTEMS CORP,,,,,,,,,,2021-08-03,2021-07-13
PTCT,USD,PTC THERAPEUTICS INC,,,,,,,,,,2021-08-03,2021-07-13
SRPT,USD,SAREPTA THERAPEUTICS INC,,,,,,,,,,2021-08-03,2021-07-13
CVS,USD,CVS HEALTH CORP,,,,,,,,,,2021-08-03,2021-07-13
ROKU,USD,ROKU INC,,,,,,,,,,2021-08-03,2021-07-13
SSYS,USD,STRATASYS LTD,,,,,,,,,,2021-08-03,2021-07-13
ASX-CCP,AUD,CREDIT CORP GROUP LTD,Diversified Financials,ASX200,0.0,0.06,0.02%,106.01%,"5,237,323",,-0.91%,2021-08-03,2021-07-13
ASX-COF,AUD,CENTURIA OFFICE REIT,Real Estate,NORMAL,0.0,0.0,0.04%,8761.03%,"3,263,439",,-1.62%,2021-08-03,2021-07-13
DVN,USD,DEVON ENERGY CORP,,,,,,,,,,2021-08-03,2021-07-13
COP,USD,CONOCOPHILLIPS,,,,,,,,,,2021-08-03,2021-07-13
BMY,USD,BRISTOL-MYERS SQUIBB CO,,,,,,,,,,2021-08-04,2021-07-13
EOG,USD,EOG RESOURCES INC,,,,,,,,,,2021-08-04,2021-07-13
ALNY,USD,ALNYLAM PHARMACEUTICALS INC,,,,,,,,,,2021-08-04,2021-07-13
BKNG,USD,BOOKING HOLDINGS INC,,,,,,,,,,2021-08-04,2021-07-13
ASX-BWP,AUD,BWP TRUST,Real Estate,ASX200,0.0,0.14,0.03%,0.00%,"4,829,741",,0.00%,2021-08-04,2021-07-13
ASX-REA,AUD,REA GROUP LTD,Media & Entertainment,ASX200,0.0,0.78,0.02%,0.00%,"25,554,549",,-2.60%,2021-08-04,2021-07-13
XONE,USD,EXONE CO,,,,,,,,,,2021-08-04,2021-07-13
GM,USD,GENERAL MOTORS CO,,,,,,,,,,2021-08-04,2021-07-13
EA,USD,ELECTRONIC ARTS INC,,,,,,,,,,2021-08-04,2021-07-13
ASX-CLW,AUD,CHARTER HALL LONG WALE REIT,Real Estate,ASX200,0.0,0.12,0.03%,806.23%,"9,743,808",,0.21%,2021-08-04,2021-07-13
ASX-ELO,AUD,ELMO SOFTWARE LTD,Software & Services,NORMAL,0.0,0.0,0.00%,0.00%,"606,655",,-2.20%,2021-08-04,2021-07-13
ASX-NCK,AUD,NICK SCALI LTD,Retailing,NORMAL,0.0,0.0,0.14%,120.46%,"2,397,325",,-1.70%,2021-08-04,2021-07-13
MET,USD,METLIFE INC,,,,,,,,,,2021-08-04,2021-07-13
VTR,USD,VENTAS INC,,,,,,,,,,2021-08-05,2021-07-13
DUK,USD,DUKE ENERGY CORP,,,,,,,,,,2021-08-05,2021-07-13
ASX-AMP,AUD,AMP LTD,Diversified Financials,ASX200,0.0,0.33,0.01%,402.70%,"12,035,215",,-0.89%,2021-08-08,2021-07-13
DUK,USD,DUKE ENERGY CORP,,,,,,,,,,2021-08-09,2021-07-13
OXY,USD,OCCIDENTAL PETROLEUM CORP,,,,,,,,,,2021-08-09,2021-07-13
SPG,USD,SIMON PROPERTY GROUP INC,,,,,,,,,,2021-08-09,2021-07-13
RUN,USD,SUNRUN INC,,,,,,,,,,2021-08-09,2021-07-13
ASX-JHX,AUD,JAMES HARDIE INDUSTRIES PLC,Materials,ASX200,0.0,0.68,0.02%,383897.30%,"56,261,416",,-1.59%,2021-08-09,2021-07-13
ASX-SCP,AUD,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP RE LTD,Real Estate,ASX200,0.0,0.14,8.53%,0.00%,"8,834,343",,-0.42%,2021-08-09,2021-07-13
ASX-SUN,AUD,SUNCORP GROUP LTD,Insurance,ASX200,0.0,0.67,0.03%,31249.76%,"28,125,480",,-0.79%,2021-08-09,2021-07-13
ASX-AZJ,AUD,AURIZON HOLDINGS LTD,Transportation,ASX200,0.0,0.53,0.02%,74.46%,"27,636,034",,-1.83%,2021-08-09,2021-07-13
VLDR,USD,VELODYNE LIDAR INC,,,,,,,,,,2021-08-09,2021-07-13
ASX-CQE,AUD,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,Real Estate,NORMAL,0.0,0.0,0.01%,33.33%,"3,720,507",,-1.36%,2021-08-09,2021-07-13
ASX-ADH,AUD,ADAIRS LTD,Retailing,NORMAL,10.2,0.0,1.12%,28.38%,"5,683,678",3.88,-1.29%,2021-08-09,2021-07-13
ASX-CRN,AUD,CORONADO GLOBAL RESOURCES INC,Materials,PENNY STOCK,-3.1,0.0,0.02%,9686.13%,"2,973,216",0.92,3.80%,2021-08-09,2021-07-13
ASX-JAN,AUD,JANISON EDUCATION GROUP LTD,Software & Services,PENNY STOCK,-84.0,0.0,0.00%,9.31%,"105,971",0.84,-1.18%,2021-08-09,2021-07-13
ASX-AZJ,AUD,AURIZON HOLDINGS LTD,Transportation,ASX200,0.0,0.53,0.02%,74.46%,"27,636,034",,-1.83%,2021-08-10,2021-07-13
ASX-CGF,AUD,CHALLENGER LTD,Diversified Financials,ASX200,0.0,0.18,0.83%,11754.64%,"107,398,588",,-1.67%,2021-08-10,2021-07-13
ASX-CPU,AUD,COMPUTERSHARE LTD,Software & Services,ASX200,0.0,0.42,0.04%,0.00%,"16,527,968",,-0.81%,2021-08-10,2021-07-13
ASX-GPT,AUD,GPT GROUP,Real Estate,ASX200,0.0,0.45,0.06%,0.00%,"21,195,604",,-0.62%,2021-08-10,2021-07-13
ASX-MFG,AUD,MAGELLAN FINANCIAL GROUP LTD,Diversified Financials,ASX200,0.0,0.62,0.08%,1260.05%,"29,157,182",,-1.01%,2021-08-10,2021-07-13
ASX-SEK,AUD,SEEK LTD,Media & Entertainment,ASX200,0.0,0.41,0.01%,0.00%,"39,407,380",,-2.32%,2021-08-10,2021-07-13
ASX-TLS,AUD,TELSTRA CORPORATION LTD,Telecommunication Services,ASX200,0.0,2.22,0.01%,8633.68%,"94,491,248",,0.00%,2021-08-10,2021-07-13
ASX-JHX,AUD,JAMES HARDIE INDUSTRIES PLC,Materials,ASX200,0.0,0.68,0.02%,383897.30%,"56,261,416",,-1.59%,2021-08-10,2021-07-13
ASX-NGI,AUD,NAVIGATOR GLOBAL INVESTMENTS LTD,Diversified Financials,NORMAL,0.0,0.0,0.00%,0.00%,"265,324",,-1.97%,2021-08-10,2021-07-13
ASX-LIC,AUD,LIFESTYLE COMMUNITIES LTD,Real Estate,NORMAL,0.0,0.0,0.01%,18.27%,"1,022,650",,-1.20%,2021-08-10,2021-07-13
ASX-LOV,AUD,LOVISA HOLDINGS LTD,Retailing,NORMAL,0.0,0.0,0.01%,0.00%,"1,707,059",,-4.71%,2021-08-10,2021-07-13
LMND,USD,LEMONADE INC,,,,,,,,,,2021-08-10,2021-07-13
ASX-ARF,AUD,ARENA REIT NO 1,Real Estate,NORMAL,0.0,0.0,0.01%,18.38%,"2,031,119",,-0.27%,2021-08-10,2021-07-13
BIDU,USD,BAIDU INC,,,,,,,,,,2021-08-11,2021-07-13
ASX-3PL,AUD,3P LEARNING LTD,Consumer Services,NORMAL,128.0,0.0,0.00%,0.57%,"9,905",1.28,0.00%,2021-08-11,2021-07-13
ASX-AGL,AUD,AGL ENERGY LTD,Utilities,ASX200,-3.2,0.61,1.02%,0.00%,"17,801,317",8.14,0.00%,2021-08-11,2021-07-13
ASX-CQR,AUD,CHARTER HALL RETAIL REIT,Real Estate,ASX200,0.0,0.11,0.01%,1243.91%,"4,645,699",,0.54%,2021-08-11,2021-07-13
ASX-CBA,AUD,COMMONWEALTH BANK OF AUSTRALIA,Banks,ASX200,0.0,6.55,0.79%,1960.90%,"274,003,497",,-0.90%,2021-08-11,2021-07-13
ASX-GMG,AUD,GOODMAN GROUP,Real Estate,ASX200,0.0,1.63,0.10%,1345.68%,"108,418,297",,0.14%,2021-08-11,2021-07-13
ASX-IAG,AUD,INSURANCE AUSTRALIA GROUP LTD,Insurance,ASX200,0.0,0.81,0.02%,503.29%,"36,140,932",,-2.21%,2021-08-11,2021-07-13
ASX-QBE,AUD,QBE INSURANCE GROUP LTD,Insurance,ASX200,0.0,0.74,0.01%,52.90%,"58,911,132",,-1.69%,2021-08-11,2021-07-13
ASX-TWE,AUD,TREASURY WINE ESTATES LTD,"Food, Beverage & Tobacco",ASX200,0.0,0.41,0.02%,0.00%,"18,853,991",,-0.25%,2021-08-11,2021-07-13
ASX-QUB,AUD,QUBE HOLDINGS LTD,Transportation,ASX200,0.0,0.3,0.01%,113.30%,"18,406,661",,-1.68%,2021-08-11,2021-07-13
ASX-TLS,AUD,TELSTRA CORPORATION LTD,Telecommunication Services,ASX200,0.0,2.22,0.01%,8633.68%,"94,491,248",,0.00%,2021-08-11,2021-07-13
ASX-MIN,AUD,MINERAL RESOURCES LTD,Materials,ASX200,0.0,0.21,0.10%,218.47%,"30,421,818",,0.72%,2021-08-11,2021-07-13
VJET,USD,VOXELJET AG,,,,,,,,,,2021-08-11,2021-07-13
FUTU,USD,FUTU HOLDINGS LTD,,,,,,,,,,2021-08-11,2021-07-13
ASX-BFG,AUD,BELL FINANCIAL GROUP LTD,Diversified Financials,NORMAL,0.0,0.0,0.00%,10.06%,"241,411",,0.28%,2021-08-11,2021-07-13
ASX-BRB,AUD,BREAKER RESOURCES NL,Materials,PENNY STOCK,-2.8,0.0,0.00%,2.30%,"5,836",0.17,0.00%,2021-08-11,2021-07-13
ASX-KAM,AUD,K2 ASSET MANAGEMENT HOLDINGS LTD,Diversified Financials,PENNY STOCK,,0.0,0.00%,0.00%,"101,960",0.0861,-3.61%,2021-08-11,2021-07-13
ASX-PPS,AUD,PRAEMIUM LTD,Software & Services,PENNY STOCK,98.0,0.0,0.01%,0.00%,"1,254,582",0.98,-2.04%,2021-08-11,2021-07-13
ASX-ARF,AUD,ARENA REIT NO 1,Real Estate,NORMAL,0.0,0.0,0.01%,18.38%,"2,031,119",,-0.27%,2021-08-11,2021-07-13
ASX-AQZ,AUD,ALLIANCE AVIATION SERVICES LTD,Transportation,NORMAL,0.0,0.0,0.00%,2.85%,"340,386",,0.93%,2021-08-11,2021-07-13
ASX-DOW,AUD,DOWNER EDI LTD,Commercial & Professional Services,ASX200,0.0,0.15,0.01%,1067.08%,"9,180,686",,-0.92%,2021-08-12,2021-07-13
ASX-ILU,AUD,ILUKA RESOURCES LTD,Materials,ASX200,0.0,0.21,0.07%,246.91%,"16,741,023",,-3.06%,2021-08-12,2021-07-13
ASX-NCM,AUD,NEWCREST MINING LTD,Materials,ASX200,0.0,1.47,0.03%,264.52%,"61,281,739",,-0.92%,2021-08-12,2021-07-13
ASX-WPL,AUD,WOODSIDE PETROLEUM LTD,Energy,ASX200,0.0,1.27,0.03%,0.00%,"54,278,531",,-0.59%,2021-08-12,2021-07-13
ASX-AGL,AUD,AGL ENERGY LTD,Utilities,ASX200,-3.2,0.61,1.02%,0.00%,"17,801,317",8.14,0.00%,2021-08-12,2021-07-13
ASX-MGR,AUD,MIRVAC GROUP,Real Estate,ASX200,0.0,0.52,0.05%,1525.95%,"18,208,854",,-1.35%,2021-08-12,2021-07-13
ASX-KSC,AUD,K&S CORPORATION LTD,Transportation,NORMAL,0.0,0.0,0.00%,1.73%,"43,930",,0.65%,2021-08-12,2021-07-13
ASX-KLL,AUD,KALIUM LAKES LTD,Materials,PENNY STOCK,-27.0,0.0,0.01%,61.14%,"256,262",0.27,-3.70%,2021-08-12,2021-07-13
DIS,USD,WALT DISNEY CO,,,,,,,,,,2021-08-12,2021-07-13
ASX-AMP,AUD,AMP LTD,Diversified Financials,ASX200,0.0,0.33,0.01%,402.70%,"12,035,215",,-0.89%,2021-08-12,2021-07-13
ASX-BRG,AUD,BREVILLE GROUP LTD,Consumer Durables & Apparel,ASX200,0.0,0.18,0.01%,102.00%,"9,506,464",,-1.96%,2021-08-13,2021-07-13
ASX-EVN,AUD,EVOLUTION MINING LTD,Materials,ASX200,0.0,0.62,0.02%,84709.25%,"22,634,982",,0.00%,2021-08-13,2021-07-13
ASX-PXS,AUD,PHARMAXIS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-8.6,0.0,0.00%,3.43%,"7,578",0.0861,0.00%,2021-08-13,2021-07-13
ASX-BPT,AUD,BEACH ENERGY LTD,Energy,ASX200,0.0,0.22,0.07%,478.40%,"8,456,858",,0.40%,2021-08-15,2021-07-13
ASX-SGM,AUD,SIMS LTD,Materials,ASX200,0.0,0.09,0.02%,47.27%,"9,276,999",,-1.81%,2021-08-15,2021-07-13
ASX-ABP,AUD,ABACUS PROPERTY GROUP,Real Estate,ASX200,13.9,0.1,0.05%,3458.28%,"5,582,493",3.19,0.31%,2021-08-16,2021-07-13
ASX-BEN,AUD,BENDIGO AND ADELAIDE BANK LTD,Banks,ASX200,0.0,0.19,0.02%,1205.48%,"14,740,432",,-0.58%,2021-08-16,2021-07-13
ASX-BHP,AUD,BHP GROUP LTD,Materials,ASX200,0.0,6.1,0.03%,600.17%,"360,722,440",,-0.36%,2021-08-16,2021-07-13
ASX-DXS,AUD,DEXUS,Real Estate,ASX200,0.0,0.58,0.14%,505.16%,"36,892,758",,-1.24%,2021-08-16,2021-07-13
ASX-GWA,AUD,GWA GROUP LTD,Capital Goods,ASX200,0.0,0.05,0.01%,20.93%,"1,313,800",,-1.08%,2021-08-16,2021-07-13
ASX-IMD,AUD,IMDEX LTD,Materials,NORMAL,0.0,0.0,0.00%,2.59%,"251,510",,-1.48%,2021-08-16,2021-07-13
ASX-INA,AUD,INGENIA COMMUNITIES GROUP,Real Estate,ASX200,0.0,0.08,0.04%,166.13%,"7,161,018",,-1.80%,2021-08-16,2021-07-13
ASX-LLC,AUD,LENDLEASE GROUP,Real Estate,ASX200,0.0,0.5,0.10%,337.76%,"42,336,422",,1.83%,2021-08-16,2021-07-13
ASX-MGX,AUD,MOUNT GIBSON IRON LTD,Materials,PENNY STOCK,9.1,0.0,0.01%,447.82%,"1,074,688",0.91,1.64%,2021-08-16,2021-07-13
ASX-OZL,AUD,OZ MINERALS LTD,Materials,ASX200,0.0,0.18,0.03%,346.03%,"53,925,026",,-2.83%,2021-08-16,2021-07-13
ASX-TRS,AUD,REJECT SHOP LTD,Retailing,NORMAL,0.0,0.0,0.01%,34.56%,"409,865",,-2.01%,2021-08-16,2021-07-13
ASX-VRT,AUD,VIRTUS HEALTH LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.01%,483.05%,"820,890",,-3.03%,2021-08-16,2021-07-13
ASX-GPT,AUD,GPT GROUP,Real Estate,ASX200,0.0,0.45,0.06%,0.00%,"21,195,604",,-0.62%,2021-08-16,2021-07-13
ASX-JBH,AUD,JB HI-FI LTD,Retailing,ASX200,0.0,0.25,0.05%,734.83%,"29,326,306",,-2.11%,2021-08-16,2021-07-13
ASX-BSL,AUD,BLUESCOPE STEEL LTD,Materials,ASX200,0.0,0.33,0.02%,28.36%,"36,705,390",,-2.03%,2021-08-16,2021-07-13
ASX-DVN,AUD,DEVINE LTD,Real Estate,PENNY STOCK,-7.8,0.0,0.00%,45.38%,"10,164",0.2345,0.00%,2021-08-16,2021-07-13
ASX-KGN,AUD,KOGAN.COM LTD,Retailing,NORMAL,0.0,0.0,0.10%,35.14%,"15,045,848",,-2.93%,2021-08-16,2021-07-13
ASX-LBL,AUD,LASERBOND LTD,Capital Goods,NORMAL,33.3,0.0,0.00%,4.95%,"33,334",1.0,-2.00%,2021-08-16,2021-07-13
ASX-MAI,AUD,MAINSTREAM GROUP HOLDINGS LTD,Diversified Financials,NORMAL,0.0,0.0,0.00%,0.69%,"324,040",,0.00%,2021-08-16,2021-07-13
ASX-MP1,AUD,MEGAPORT LTD,Software & Services,NORMAL,0.0,0.0,0.03%,0.00%,"9,454,258",,-1.75%,2021-08-16,2021-07-13
ASX-MNY,AUD,MONEY3 CORP LTD,Diversified Financials,NORMAL,0.0,0.0,0.01%,7.51%,"1,055,477",,1.95%,2021-08-16,2021-07-13
ASX-RDC,AUD,REDCAPE HOTEL GROUP PTY LTD,Consumer Services,NORMAL,0.0,0.0,0.00%,3.25%,"241,000",,1.00%,2021-08-16,2021-07-13
ASX-SSM,AUD,SERVICE STREAM LTD,Capital Goods,PENNY STOCK,10.4,0.05,0.02%,0.00%,"1,238,559",0.94,-1.06%,2021-08-16,2021-07-13
ASX-SGF,AUD,SG FLEET GROUP LTD,Commercial & Professional Services,NORMAL,0.0,0.0,0.00%,37.77%,"296,183",,1.68%,2021-08-16,2021-07-13
ASX-ST1,AUD,SPIRIT TECHNOLOGY SOLUTIONS LTD,Telecommunication Services,PENNY STOCK,,0.0,0.00%,22.42%,"13,291",0.2901,-1.69%,2021-08-16,2021-07-13
ASX-ADA,AUD,ADACEL TECHNOLOGIES LTD,Software & Services,PENNY STOCK,12.0,0.0,0.00%,11.96%,"88,992",0.96,-2.07%,2021-08-16,2021-07-13
ASX-DTL,AUD,DATA#3 LTD,Software & Services,NORMAL,0.0,0.0,0.01%,3552.45%,"1,523,714",,-0.36%,2021-08-16,2021-07-13
ASX-GCI,AUD,GRYPHON CAPITAL INCOME TRUST,Not Applic,NORMAL,0.0,0.0,0.00%,9.05%,"192,884",,0.00%,2021-08-16,2021-07-13
ASX-KGL,AUD,KGL RESOURCES LTD,Materials,PENNY STOCK,,0.0,0.00%,4.84%,"111,138",0.58,-5.17%,2021-08-16,2021-07-13
ASX-LYC,AUD,LYNAS RARE EARTHS LTD,Materials,ASX200,0.0,0.08,0.90%,0.00%,"42,563,418",,0.66%,2021-08-16,2021-07-13
ASX-AHY,AUD,ASALEO CARE LTD,,,,,,,,,,2021-08-16,2021-07-13
ASX-SLR,AUD,SILVER LAKE RESOURCES LTD,Materials,ASX200,0.0,0.12,0.07%,0.00%,"6,392,027",,0.00%,2021-08-16,2021-07-13
ASX-VG1,AUD,VGI PARTNERS GLOBAL INVESTMENTS LTD,Not Applic,NORMAL,0.0,0.0,0.00%,48.59%,"2,561,720",,-0.40%,2021-08-16,2021-07-13
HD,USD,HOME DEPOT INC,,,,,,,,,,2021-08-17,2021-07-13
LOW,USD,LOWE'S COMPANIES INC,,,,,,,,,,2021-08-17,2021-07-13
TGT,USD,TARGET CORP,,,,,,,,,,2021-08-17,2021-07-13
WMT,USD,WALMART INC,,,,,,,,,,2021-08-17,2021-07-13
NVDA,USD,NVIDIA CORP,,,,,,,,,,2021-08-17,2021-07-13
ASX-BAP,AUD,BAPCOR LTD,Retailing,ASX200,0.0,0.12,0.03%,10.76%,"12,665,265",,-1.70%,2021-08-17,2021-07-13
ASX-BSL,AUD,BLUESCOPE STEEL LTD,Materials,ASX200,0.0,0.33,0.02%,28.36%,"36,705,390",,-2.03%,2021-08-17,2021-07-13
ASX-CAR,AUD,CARSALES.COM LTD,Media & Entertainment,ASX200,0.0,0.23,0.06%,33.23%,"18,390,026",,-0.60%,2021-08-17,2021-07-13
ASX-DMP,AUD,DOMINO'S PIZZA ENTERPRISES LTD,Consumer Services,ASX200,0.0,0.31,0.03%,0.00%,"21,626,556",,-1.78%,2021-08-17,2021-07-13
ASX-JBH,AUD,JB HI-FI LTD,Retailing,ASX200,0.0,0.25,0.05%,734.83%,"29,326,306",,-2.11%,2021-08-17,2021-07-13
ASX-SIQ,AUD,SMARTGROUP CORPORATION LTD,Commercial & Professional Services,ASX200,0.0,0.05,0.00%,674.31%,"1,775,400",,-0.14%,2021-08-17,2021-07-13
ASX-TAH,AUD,TABCORP HOLDINGS LTD,Consumer Services,ASX200,0.0,0.38,0.07%,1614.27%,"44,854,755",,-0.42%,2021-08-17,2021-07-13
ASX-VEA,AUD,VIVA ENERGY GROUP LTD,Energy,ASX200,0.0,0.18,0.03%,254.29%,"19,380,170",,5.08%,2021-08-17,2021-07-13
ASX-VOC,AUD,VOCUS GROUP LTD,Telecommunication Services,ASX200,0.0,0.11,0.00%,0.00%,0,,0.00%,2021-08-17,2021-07-13
ASX-WEB,AUD,WEBJET LTD,Retailing,ASX200,,0.08,7.71%,0.00%,"34,644,605",,-5.71%,2021-08-17,2021-07-13
ASX-MFG,AUD,MAGELLAN FINANCIAL GROUP LTD,Diversified Financials,ASX200,0.0,0.62,0.08%,1260.05%,"29,157,182",,-1.01%,2021-08-17,2021-07-13
ASX-CQR,AUD,CHARTER HALL RETAIL REIT,Real Estate,ASX200,0.0,0.11,0.01%,1243.91%,"4,645,699",,0.54%,2021-08-17,2021-07-13
ASX-BXB,AUD,BRAMBLES LTD,Commercial & Professional Services,ASX200,0.0,1.02,0.02%,840.84%,"46,584,177",,-1.13%,2021-08-17,2021-07-13
ASX-NEA,AUD,NEARMAP LTD,Software & Services,ASX200,0.0,0.06,0.09%,3769.73%,"3,807,680",,-3.45%,2021-08-17,2021-07-13
ASX-ARU,AUD,ARAFURA RESOURCES LTD,Materials,PENNY STOCK,-12.0,0.0,0.00%,851.59%,"905,747",0.1202,0.00%,2021-08-17,2021-07-13
ASX-CNW,AUD,CIRRUS NETWORKS HOLDINGS LTD,Software & Services,PENNY STOCK,,0.0,0.00%,382.43%,"78,909",0.0209,4.00%,2021-08-17,2021-07-13
